metric,rank,value,cdf,ccdf
directed_cross_project_edge_weight,279,1,0.02904737116085372,0.9710567412805831
directed_cross_project_edge_weight,280,1,0.029151483602290473,0.9709526288391462
directed_cross_project_edge_weight,281,1,0.029255596043727225,0.9708485163977095
directed_cross_project_edge_weight,282,1,0.029359708485163977,0.9707444039562728
directed_cross_project_edge_weight,283,1,0.02946382092660073,0.970640291514836
directed_cross_project_edge_weight,284,1,0.02956793336803748,0.9705361790733993
directed_cross_project_edge_weight,285,1,0.029672045809474232,0.9704320666319625
directed_cross_project_edge_weight,286,1,0.029776158250910983,0.9703279541905258
directed_cross_project_edge_weight,287,1,0.029880270692347735,0.970223841749089
directed_cross_project_edge_weight,288,1,0.029984383133784487,0.9701197293076522
directed_cross_project_edge_weight,289,1,0.03008849557522124,0.9700156168662155
directed_cross_project_edge_weight,290,1,0.03019260801665799,0.9699115044247788
directed_cross_project_edge_weight,291,1,0.030296720458094742,0.969807391983342
directed_cross_project_edge_weight,292,1,0.030400832899531494,0.9697032795419053
directed_cross_project_edge_weight,293,1,0.030504945340968245,0.9695991671004685
directed_cross_project_edge_weight,294,1,0.030609057782404997,0.9694950546590317
directed_cross_project_edge_weight,295,1,0.03071317022384175,0.969390942217595
directed_cross_project_edge_weight,296,1,0.0308172826652785,0.9692868297761582
directed_cross_project_edge_weight,297,1,0.030921395106715252,0.9691827173347215
directed_cross_project_edge_weight,298,1,0.031025507548152004,0.9690786048932848
directed_cross_project_edge_weight,299,1,0.031129619989588755,0.968974492451848
directed_cross_project_edge_weight,300,1,0.031233732431025507,0.9688703800104113
directed_cross_project_edge_weight,301,1,0.03133784487246226,0.9687662675689744
directed_cross_project_edge_weight,302,1,0.03144195731389901,0.9686621551275377
directed_cross_project_edge_weight,303,1,0.03154606975533576,0.968558042686101
directed_cross_project_edge_weight,304,1,0.031650182196772514,0.9684539302446642
directed_cross_project_edge_weight,305,1,0.031754294638209266,0.9683498178032275
directed_cross_project_edge_weight,306,1,0.03185840707964602,0.9682457053617908
directed_cross_project_edge_weight,307,1,0.03196251952108277,0.968141592920354
directed_cross_project_edge_weight,308,1,0.03206663196251952,0.9680374804789172
directed_cross_project_edge_weight,309,1,0.03217074440395627,0.9679333680374804
directed_cross_project_edge_weight,310,1,0.032274856845393024,0.9678292555960437
directed_cross_project_edge_weight,311,1,0.032378969286829776,0.967725143154607
directed_cross_project_edge_weight,312,1,0.03248308172826653,0.9676210307131702
directed_cross_project_edge_weight,313,1,0.03258719416970328,0.9675169182717335
directed_cross_project_edge_weight,314,1,0.03269130661114003,0.9674128058302968
directed_cross_project_edge_weight,315,1,0.03279541905257678,0.9673086933888599
