project_id,community_id,community_size
2049404,4,30
204949228,1,148
204949916,0,66
205262760,2,652
20537104,7,215
205417,3,170
20543575,9,46
205564111,29,134
2055965,3,170
2056549,22,529
20570214,3,170
20580498,2,652
205870847,5,40
20587599,3,170
205966957,15,32
206130163,7,215
206228780,3,170
206317,9,46
206320,4,30
206337472,6,232
206339,4,30
206341,4,30
206371,4,30
206372614,0,66
206378,3,170
206396,3,170
206398,5,40
206402,18,234
206403,4,30
206417,12,84
206424,9,46
206427,4,30
206444,3,170
206459,3,170
20647396,3,170
206483,4,30
20653934,2,652
206632,3,170
206686299,4,30
20675634,0,66
20675635,8,85
20675636,3,170
206791328,0,66
206917262,5,40
206917473,0,66
20736043,0,66
207363466,11,23
2074703,0,66
207585477,14,11
207618995,7,215
207663235,0,66
20773773,2,652
208047461,0,66
208060770,1,148
208243336,11,23
20831114,2,652
208509888,0,66
208698479,12,84
208728772,17,788
208795891,0,66
20904437,17,788
209101661,24,12
209217594,9,46
20929025,7,215
209491653,11,23
209600930,2,652
209642759,8,85
209657662,2,652
209881172,5,40
210029529,3,170
21052744,4,30
210583017,5,40
210716005,13,132
210788647,2,652
21088403,5,40
210909024,7,215
210933087,3,170
21099,3,170
210997817,1,148
211165922,0,66
21125024,25,23
2112962,10,852
211309920,5,40
211340922,0,66
2113660,2,652
211494818,3,170
21193524,3,170
212378409,16,14
212382406,3,170
212459447,9,46
212465715,3,170
21251069,8,85
212709818,1,148
212786426,3,170
212857695,16,14
212936374,1,148
212984760,3,170
21303988,3,170
21306961,2,652
21338027,13,132
213417638,4,30
2134191,5,40
213449445,0,66
213633271,17,788
213701835,24,12
213717832,14,11
213793403,2,652
213836768,1,148
213852395,2,652
213947642,8,85
214215524,0,66
214266955,2,652
214273093,3,170
214350064,3,170
214361893,15,32
21440127,7,215
214487724,1,148
214566843,4,30
21467907,3,170
21488145,2,652
214996328,12,84
215108366,16,14
215231163,2,652
215263010,0,66
21540759,2,652
215532341,2,652
215566462,2,652
215570371,17,788
215638242,5,40
215875945,0,66
21591001,2,652
215948042,8,85
216069489,26,263
216143574,1,148
216207542,3,170
216254547,4,30
216283035,10,852
216478215,2,652
216494674,1,148
216581567,3,170
216797458,1,148
216847853,1,148
21686666,1,148
21704134,2,652
217067290,0,66
21708091,0,66
21708754,2,652
217354397,1,148
2174666,0,66
21759652,3,170
217627454,3,170
21772838,1,148
218006898,2,652
218025521,0,66
218158416,7,215
218396611,18,234
218525428,18,234
218559411,9,46
218629347,0,66
218852626,5,40
219035799,5,40
219045178,1,148
219061541,14,11
21946092,1,148
219505677,0,66
219515346,3,170
21954009,1,148
21985130,3,170
219865964,1,148
219891102,3,170
219915319,0,66
22017842,9,46
220186120,2,652
220362473,3,170
220391287,4,30
220602533,3,170
220778874,10,852
220808376,0,66
221058575,1,148
2211243,0,66
221177708,9,46
221407234,0,66
221437306,0,66
221574203,18,234
221584272,0,66
221600181,5,40
221654776,0,66
221787679,2,652
221862,4,30
221981891,8,85
221989665,6,232
221993778,12,84
222023566,0,66
22234992,2,652
222364980,15,32
222501873,22,529
22266795,4,30
222735791,16,14
222791664,0,66
222887140,2,652
222960238,7,215
22305416,3,170
22321368,0,66
223241444,24,12
223268020,0,66
223420284,0,66
223442049,22,529
223485832,1,148
223490876,8,85
22360263,1,148
223708643,6,232
22374529,6,232
223794069,2,652
224021526,2,652
224104199,11,23
224225724,9,46
224289715,2,652
22432442,1,148
224374031,6,232
22442659,20,40
22446506,1,148
224592887,8,85
224674233,13,132
22475123,0,66
22478116,23,9
22479136,7,215
22484898,0,66
22525984,4,30
22531552,16,14
225419211,0,66
225497783,2,652
22558387,19,819
225690537,14,11
22571838,1,148
225885766,16,14
22608597,4,30
226151984,0,66
226167176,12,84
226354201,2,652
226417174,1,148
22660515,12,84
226668025,6,232
226724438,0,66
22684655,20,40
226992639,22,529
22700054,2,652
22711503,0,66
227300707,3,170
22734848,1,148
227460322,7,215
227465592,8,85
